codigo,salon,nombres,apellidos,email_login,password
EST-2026-0571,6° A,Katherine,Huamán Cordero,katherine.huaman5947@blenkir.edu.pe,mbappe29
EST-2026-0234,2° D,Antonella,Huamán Cordero,antonella.huaman5067@blenkir.edu.pe,mbappe29
EST-2026-0491,5° A,Andrés,Huamán Cruz,andres.huaman2395@blenkir.edu.pe,mbappe29
EST-2026-0021,1° A,Renato,Huamán Espinoza,renato.huaman7816@blenkir.edu.pe,mbappe29
EST-2026-0111,1° D,Angela,Huamán Espinoza,angela.huaman7816@blenkir.edu.pe,mbappe29
EST-2026-0356,3° D,Raúl,Huamán Espinoza,raul.huaman4833@blenkir.edu.pe,mbappe29
EST-2026-0487,5° A,Paola,Huamán García,paola.huaman7185@blenkir.edu.pe,mbappe29
EST-2026-0515,5° B,Sofía,Huamán García,sofia.huaman2372@blenkir.edu.pe,mbappe29
EST-2026-0607,6° B,Diego,Huamán García,diego.huaman3338@blenkir.edu.pe,mbappe29
EST-2026-0168,2° B,Adrián,Huamán García,adrian.huaman0087@blenkir.edu.pe,mbappe29
EST-2026-0407,4° B,Renato,Huamán Gutiérrez,renato.huaman5450@blenkir.edu.pe,mbappe29
EST-2026-0544,5° C,Sebastián,Huamán Gutiérrez,sebastian.huaman9548@blenkir.edu.pe,mbappe29
EST-2026-0548,5° C,Angela,Huamán Gutiérrez,angela.huaman8761@blenkir.edu.pe,mbappe29
EST-2026-0243,3° A,Lucía,Huamán López,lucia.huaman2836@blenkir.edu.pe,mbappe29
EST-2026-0254,3° A,Rodrigo,Huamán Mendoza,rodrigo.huaman8850@blenkir.edu.pe,mbappe29
EST-2026-0434,4° C,Milagros,Huamán Morales,milagros.huaman8477@blenkir.edu.pe,mbappe29
EST-2026-0131,2° A,Mariana,Huamán Palomino,mariana.huaman7048@blenkir.edu.pe,mbappe29
EST-2026-0570,5° C,Joaquín,Huamán Rivera,joaquin.huaman0321@blenkir.edu.pe,mbappe29
EST-2026-0591,6° A,Ariana,Huamán Valdez,ariana.huaman7588@blenkir.edu.pe,mbappe29
EST-2026-0286,3° B,Eduardo,López Cáceres,eduardo.lopez0231@blenkir.edu.pe,mbappe29
EST-2026-0458,4° D,Mateo,López Cordero,mateo.lopez8369@blenkir.edu.pe,mbappe29
EST-2026-0426,4° C,Mariana,López Delgado,mariana.lopez9915@blenkir.edu.pe,mbappe29
EST-2026-0190,2° C,Angela,López Delgado,angela.lopez4561@blenkir.edu.pe,mbappe29
EST-2026-0007,1° A,Mateo,López Fernández,mateo.lopez7526@blenkir.edu.pe,mbappe29
EST-2026-0545,5° C,Daniel,López Flores,daniel.lopez2427@blenkir.edu.pe,mbappe29
EST-2026-0600,6° A,Héctor,López Herrera,hector.lopez1516@blenkir.edu.pe,mbappe29
EST-2026-0305,3° C,Ruth,López Herrera,ruth.lopez9165@blenkir.edu.pe,mbappe29
EST-2026-0576,6° A,Miguel,López Paredes,miguel.lopez3825@blenkir.edu.pe,mbappe29
EST-2026-0369,4° A,Óscar,López Pérez,oscar.lopez5362@blenkir.edu.pe,mbappe29
EST-2026-0316,3° C,Mateo,López Ramírez,mateo.lopez6818@blenkir.edu.pe,mbappe29
EST-2026-0333,3° D,Renato,López Ramírez,renato.lopez1135@blenkir.edu.pe,mbappe29
EST-2026-0198,2° C,Ariana,López Salazar,ariana.lopez8809@blenkir.edu.pe,mbappe29
EST-2026-0065,1° C,Diego,López Sánchez,diego.lopez8043@blenkir.edu.pe,mbappe29
EST-2026-0405,4° B,Ian,López Vásquez,ian.lopez1456@blenkir.edu.pe,mbappe29
EST-2026-0253,3° A,Valentina,López Vega,valentina.lopez2736@blenkir.edu.pe,mbappe29
EST-2026-0103,1° D,Ariana,Mamani Castro,ariana.mamani1341@blenkir.edu.pe,mbappe29
EST-2026-0439,4° C,Valeria,Mamani Condori,valeria.mamani8010@blenkir.edu.pe,mbappe29
EST-2026-0247,3° A,Emilia,Mamani Cruz,emilia.mamani9018@blenkir.edu.pe,mbappe29
EST-2026-0192,2° C,Marco,Mamani Cruz,marco.mamani5377@blenkir.edu.pe,mbappe29
EST-2026-0011,1° A,Emilio,Mamani Delgado,emilio.mamani0580@blenkir.edu.pe,mbappe29
EST-2026-0633,6° C,Ariana,Mamani Espinoza,ariana.mamani0665@blenkir.edu.pe,mbappe29
EST-2026-0566,5° C,Marco,Mamani Flores,marco.mamani8791@blenkir.edu.pe,mbappe29
EST-2026-0610,6° B,Camila,Mamani García,camila.mamani1112@blenkir.edu.pe,mbappe29
EST-2026-0041,1° B,Julio,Mamani García,julio.mamani7515@blenkir.edu.pe,mbappe29
EST-2026-0216,2° D,Andrés,Mamani Medina,andres.mamani3530@blenkir.edu.pe,mbappe29
EST-2026-0522,5° B,Mariana,Mamani Medina,mariana.mamani9544@blenkir.edu.pe,mbappe29
EST-2026-0091,1° D,Ruth,Mamani Ortiz,ruth.mamani9732@blenkir.edu.pe,mbappe29
EST-2026-0090,1° C,Ian,Mamani Palomino,ian.mamani7977@blenkir.edu.pe,mbappe29
EST-2026-0602,6° B,Patricia,Mamani Palomino,patricia.mamani1320@blenkir.edu.pe,mbappe29
EST-2026-0528,5° B,Héctor,Mamani Pérez,hector.mamani7997@blenkir.edu.pe,mbappe29
EST-2026-0511,5° B,Rodrigo,Mamani Ramírez,rodrigo.mamani0880@blenkir.edu.pe,mbappe29
EST-2026-0564,5° C,Ariana,Mamani Reyes,ariana.mamani1258@blenkir.edu.pe,mbappe29
EST-2026-0026,1° A,Diego,Mamani Silva,diego.mamani3125@blenkir.edu.pe,mbappe29
EST-2026-0276,3° B,Fiorella,Mamani Torres,fiorella.mamani0110@blenkir.edu.pe,mbappe29
EST-2026-0191,2° C,César,Mamani Vásquez,cesar.mamani3912@blenkir.edu.pe,mbappe29
EST-2026-0028,1° A,Mariana,Medina Cáceres,mariana.medina2525@blenkir.edu.pe,mbappe29
EST-2026-0171,2° B,Isabella,Medina Cáceres,isabella.medina1977@blenkir.edu.pe,mbappe29
EST-2026-0420,4° B,Paola,Medina Cáceres,paola.medina3013@blenkir.edu.pe,mbappe29
EST-2026-0490,5° A,Joaquín,Medina Condori,joaquin.medina8018@blenkir.edu.pe,mbappe29
EST-2026-0403,4° B,Sebastián,Medina Díaz,sebastian.medina8669@blenkir.edu.pe,mbappe29
EST-2026-0371,4° A,Emilio,Medina García,emilio.medina9393@blenkir.edu.pe,mbappe29
EST-2026-0264,3° A,Miguel,Medina Gutiérrez,miguel.medina7438@blenkir.edu.pe,mbappe29
EST-2026-0465,4° D,Carmen,Medina Herrera,carmen.medina2673@blenkir.edu.pe,mbappe29
EST-2026-0388,4° A,Gabriel,Medina Morales,gabriel.medina0335@blenkir.edu.pe,mbappe29
EST-2026-0221,2° D,Julio,Medina Paredes,julio.medina3009@blenkir.edu.pe,mbappe29
EST-2026-0052,1° B,Héctor,Medina Reyes,hector.medina7834@blenkir.edu.pe,mbappe29
EST-2026-0341,3° D,Valeria,Medina Ríos,valeria.medina2221@blenkir.edu.pe,mbappe29
EST-2026-0647,6° C,Raúl,Medina Rivera,raul.medina4864@blenkir.edu.pe,mbappe29
EST-2026-0329,3° C,Marco,Medina Vega,marco.medina7145@blenkir.edu.pe,mbappe29
EST-2026-0360,3° D,César,Mendoza Chávez,cesar.mendoza2676@blenkir.edu.pe,mbappe29
EST-2026-0106,1° D,Raúl,Mendoza Chávez,raul.mendoza3629@blenkir.edu.pe,mbappe29
EST-2026-0586,6° A,Emilia,Mendoza Chávez,emilia.mendoza3192@blenkir.edu.pe,mbappe29
EST-2026-0043,1° B,Diego,Mendoza Condori,diego.mendoza4136@blenkir.edu.pe,mbappe29
EST-2026-0421,4° C,Paola,Mendoza Cruz,paola.mendoza9220@blenkir.edu.pe,mbappe29
EST-2026-0589,6° A,Victoria,Mendoza Delgado,victoria.mendoza0285@blenkir.edu.pe,mbappe29
EST-2026-0061,1° C,Óscar,Mendoza Fernández,oscar.mendoza4944@blenkir.edu.pe,mbappe29
EST-2026-0062,1° C,Katherine,Mendoza Fernández,katherine.mendoza8115@blenkir.edu.pe,mbappe29
EST-2026-0275,3° B,Nicole,Mendoza García,nicole.mendoza4584@blenkir.edu.pe,mbappe29
EST-2026-0289,3° B,Victoria,Mendoza Herrera,victoria.mendoza9924@blenkir.edu.pe,mbappe29
EST-2026-0151,2° B,Joaquín,Mendoza López,joaquin.mendoza8169@blenkir.edu.pe,mbappe29
EST-2026-0240,2° D,Patricia,Mendoza Morales,patricia.mendoza8555@blenkir.edu.pe,mbappe29
EST-2026-0475,4° D,Raúl,Mendoza Ortiz,raul.mendoza7578@blenkir.edu.pe,mbappe29
EST-2026-0054,1° B,Valentina,Mendoza Paredes,valentina.mendoza1045@blenkir.edu.pe,mbappe29
EST-2026-0489,5° A,Diego,Mendoza Pérez,diego.mendoza7565@blenkir.edu.pe,mbappe29
EST-2026-0577,6° A,Valeria,Mendoza Pérez,valeria.mendoza6581@blenkir.edu.pe,mbappe29
EST-2026-0632,6° C,Gabriel,Mendoza Ríos,gabriel.mendoza1121@blenkir.edu.pe,mbappe29
EST-2026-0017,1° A,Emilia,Mendoza Silva,emilia.mendoza0225@blenkir.edu.pe,mbappe29
EST-2026-0182,2° C,Joaquín,Mendoza Torres,joaquin.mendoza0879@blenkir.edu.pe,mbappe29
EST-2026-0640,6° C,Santiago,Mendoza Vásquez,santiago.mendoza0347@blenkir.edu.pe,mbappe29
EST-2026-0230,2° D,Antonella,Morales Acosta,antonella.morales1229@blenkir.edu.pe,mbappe29
EST-2026-0435,4° C,Raúl,Morales Aguilar,raul.morales6376@blenkir.edu.pe,mbappe29
EST-2026-0003,1° A,Héctor,Morales Condori,hector.morales2974@blenkir.edu.pe,mbappe29
EST-2026-0122,2° A,Miguel,Morales Condori,miguel.morales7120@blenkir.edu.pe,mbappe29
EST-2026-0102,1° D,Gladys,Morales Espinoza,gladys.morales3697@blenkir.edu.pe,mbappe29
EST-2026-0656,6° C,Angela,Morales Espinoza,angela.morales9803@blenkir.edu.pe,mbappe29
EST-2026-0393,4° B,Luciana,Morales Huamán,luciana.morales4540@blenkir.edu.pe,mbappe29
EST-2026-0149,2° A,Thiago,Morales Medina,thiago.morales4458@blenkir.edu.pe,mbappe29
EST-2026-0482,5° A,Ian,Morales Medina,ian.morales9026@blenkir.edu.pe,mbappe29
EST-2026-0330,3° C,Camila,Morales Navarro,camila.morales0495@blenkir.edu.pe,mbappe29
EST-2026-0078,1° C,Héctor,Morales Ortiz,hector.morales1592@blenkir.edu.pe,mbappe29
EST-2026-0560,5° C,Lucía,Morales Quispe,lucia.morales5918@blenkir.edu.pe,mbappe29
EST-2026-0363,4° A,Paola,Morales Quispe,paola.morales1012@blenkir.edu.pe,mbappe29
EST-2026-0642,6° C,Katherine,Morales Ríos,katherine.morales6611@blenkir.edu.pe,mbappe29
EST-2026-0203,2° C,Isabella,Morales Salazar,isabella.morales0714@blenkir.edu.pe,mbappe29
EST-2026-0195,2° C,Ruth,Morales Silva,ruth.morales5038@blenkir.edu.pe,mbappe29
EST-2026-0281,3° B,Diego,Morales Valdez,diego.morales5825@blenkir.edu.pe,mbappe29
EST-2026-0074,1° C,Óscar,Morales Vega,oscar.morales9631@blenkir.edu.pe,mbappe29
EST-2026-0419,4° B,Santiago,Navarro Acosta,santiago.navarro9515@blenkir.edu.pe,mbappe29
EST-2026-0430,4° C,Gabriel,Navarro Castro,gabriel.navarro0478@blenkir.edu.pe,mbappe29
EST-2026-0654,6° C,Alejandro,Navarro Castro,alejandro.navarro9837@blenkir.edu.pe,mbappe29
EST-2026-0628,6° B,Luciana,Navarro Cordero,luciana.navarro6166@blenkir.edu.pe,mbappe29
EST-2026-0554,5° C,Gabriel,Navarro Fernández,gabriel.navarro4056@blenkir.edu.pe,mbappe29
EST-2026-0380,4° A,César,Navarro Fernández,cesar.navarro5958@blenkir.edu.pe,mbappe29
EST-2026-0113,1° D,Ian,Navarro Flores,ian.navarro4982@blenkir.edu.pe,mbappe29
EST-2026-0202,2° C,Sofía,Navarro García,sofia.navarro6757@blenkir.edu.pe,mbappe29
EST-2026-0390,4° A,Óscar,Navarro García,oscar.navarro0611@blenkir.edu.pe,mbappe29
EST-2026-0172,2° B,Ian,Navarro Huamán,ian.navarro0537@blenkir.edu.pe,mbappe29
EST-2026-0175,2° B,Bruno,Navarro Morales,bruno.navarro5926@blenkir.edu.pe,mbappe29
EST-2026-0263,3° A,Miguel,Navarro Ortiz,miguel.navarro9300@blenkir.edu.pe,mbappe29
EST-2026-0331,3° D,Ariana,Navarro Ortiz,ariana.navarro6209@blenkir.edu.pe,mbappe29
EST-2026-0277,3° B,Mariana,Navarro Quispe,mariana.navarro7585@blenkir.edu.pe,mbappe29
EST-2026-0646,6° C,Miguel,Navarro Quispe,miguel.navarro7141@blenkir.edu.pe,mbappe29
EST-2026-0246,3° A,Isabella,Navarro Rivera,isabella.navarro2881@blenkir.edu.pe,mbappe29
EST-2026-0410,4° B,Camila,Navarro Rivera,camila.navarro3416@blenkir.edu.pe,mbappe29
EST-2026-0504,5° A,Alejandro,Navarro Sánchez,alejandro.navarro8781@blenkir.edu.pe,mbappe29
EST-2026-0205,2° C,Ariana,Navarro Sánchez,ariana.navarro1983@blenkir.edu.pe,mbappe29
EST-2026-0110,1° D,Isabella,Navarro Valdez,isabella.navarro0038@blenkir.edu.pe,mbappe29
EST-2026-0537,5° B,Emilia,Navarro Vega,emilia.navarro3727@blenkir.edu.pe,mbappe29
EST-2026-0196,2° C,Valentina,Ortiz Castro,valentina.ortiz0322@blenkir.edu.pe,mbappe29
EST-2026-0558,5° C,Mía,Ortiz Chávez,mia.ortiz5734@blenkir.edu.pe,mbappe29
EST-2026-0561,5° C,Antonella,Ortiz Chávez,antonella.ortiz5709@blenkir.edu.pe,mbappe29
EST-2026-0538,5° B,Katherine,Ortiz Cordero,katherine.ortiz4825@blenkir.edu.pe,mbappe29
EST-2026-0636,6° C,Diego,Ortiz Cruz,diego.ortiz2086@blenkir.edu.pe,mbappe29
EST-2026-0645,6° C,Katherine,Ortiz Díaz,katherine.ortiz9234@blenkir.edu.pe,mbappe29
EST-2026-0089,1° C,Emilio,Ortiz Díaz,emilio.ortiz3889@blenkir.edu.pe,mbappe29
EST-2026-0357,3° D,Miguel,Ortiz Flores,miguel.ortiz5978@blenkir.edu.pe,mbappe29
EST-2026-0471,4° D,Thiago,Ortiz Huamán,thiago.ortiz5192@blenkir.edu.pe,mbappe29
EST-2026-0163,2° B,Nicole,Ortiz López,nicole.ortiz8381@blenkir.edu.pe,mbappe29
EST-2026-0208,2° C,Milagros,Ortiz Medina,milagros.ortiz3382@blenkir.edu.pe,mbappe29
EST-2026-0037,1° B,Diego,Ortiz Morales,diego.ortiz9444@blenkir.edu.pe,mbappe29
EST-2026-0322,3° C,Diego,Ortiz Paredes,diego.ortiz2373@blenkir.edu.pe,mbappe29
EST-2026-0249,3° A,Sofía,Ortiz Pérez,sofia.ortiz1068@blenkir.edu.pe,mbappe29
EST-2026-0118,1° D,Renato,Ortiz Pérez,renato.ortiz8457@blenkir.edu.pe,mbappe29
EST-2026-0547,5° C,Emilio,Ortiz Ramírez,emilio.ortiz6049@blenkir.edu.pe,mbappe29
EST-2026-0232,2° D,Julio,Ortiz Rivera,julio.ortiz2026@blenkir.edu.pe,mbappe29
EST-2026-0124,2° A,Fiorella,Ortiz Torres,fiorella.ortiz2108@blenkir.edu.pe,mbappe29
EST-2026-0441,4° C,Andrés,Palomino Acosta,andres.palomino8767@blenkir.edu.pe,mbappe29
EST-2026-0012,1° A,Adrián,Palomino Castro,adrian.palomino8832@blenkir.edu.pe,mbappe29
EST-2026-0427,4° C,Ruth,Palomino Delgado,ruth.palomino7945@blenkir.edu.pe,mbappe29
EST-2026-0260,3° A,Emilio,Palomino Espinoza,emilio.palomino2330@blenkir.edu.pe,mbappe29
EST-2026-0652,6° C,Ruth,Palomino Gutiérrez,ruth.palomino6159@blenkir.edu.pe,mbappe29
EST-2026-0184,2° C,César,Palomino López,cesar.palomino8462@blenkir.edu.pe,mbappe29
EST-2026-0437,4° C,Katherine,Palomino López,katherine.palomino1879@blenkir.edu.pe,mbappe29
EST-2026-0315,3° C,Emilia,Palomino Medina,emilia.palomino9543@blenkir.edu.pe,mbappe29
EST-2026-0650,6° C,Gladys,Palomino Medina,gladys.palomino3387@blenkir.edu.pe,mbappe29
EST-2026-0563,5° C,Eduardo,Palomino Ortiz,eduardo.palomino3926@blenkir.edu.pe,mbappe29
EST-2026-0367,4° A,Ruth,Palomino Pérez,ruth.palomino5626@blenkir.edu.pe,mbappe29
EST-2026-0036,1° B,Miguel,Palomino Reyes,miguel.palomino3122@blenkir.edu.pe,mbappe29
EST-2026-0229,2° D,Katherine,Palomino Silva,katherine.palomino6771@blenkir.edu.pe,mbappe29
EST-2026-0069,1° C,Marco,Paredes Acosta,marco.paredes8267@blenkir.edu.pe,mbappe29
EST-2026-0135,2° A,Rosa,Paredes Acosta,rosa.paredes6312@blenkir.edu.pe,mbappe29
EST-2026-0477,4° D,Diego,Paredes Cáceres,diego.paredes3413@blenkir.edu.pe,mbappe29
EST-2026-0183,2° C,Roxana,Paredes Castro,roxana.paredes7357@blenkir.edu.pe,mbappe29
EST-2026-0373,4° A,Carmen,Paredes Delgado,carmen.paredes0562@blenkir.edu.pe,mbappe29
EST-2026-0325,3° C,Emilio,Paredes Espinoza,emilio.paredes2525@blenkir.edu.pe,mbappe29
EST-2026-0397,4° B,Valeria,Paredes Espinoza,valeria.paredes0220@blenkir.edu.pe,mbappe29
EST-2026-0308,3° C,Alejandro,Paredes García,alejandro.paredes4334@blenkir.edu.pe,mbappe29
EST-2026-0524,5° B,Renato,Paredes García,renato.paredes1460@blenkir.edu.pe,mbappe29
EST-2026-0303,3° C,Sofía,Paredes Gutiérrez,sofia.paredes6558@blenkir.edu.pe,mbappe29
EST-2026-0301,3° C,Isabella,Paredes Herrera,isabella.paredes7701@blenkir.edu.pe,mbappe29
EST-2026-0448,4° C,Ian,Paredes Huamán,ian.paredes7515@blenkir.edu.pe,mbappe29
EST-2026-0385,4° A,Luciana,Paredes Mamani,luciana.paredes6411@blenkir.edu.pe,mbappe29
EST-2026-0412,4° B,Gladys,Paredes Medina,gladys.paredes5910@blenkir.edu.pe,mbappe29
EST-2026-0460,4° D,Sofía,Paredes Pérez,sofia.paredes5800@blenkir.edu.pe,mbappe29
EST-2026-0423,4° C,Alejandro,Paredes Ríos,alejandro.paredes4052@blenkir.edu.pe,mbappe29
EST-2026-0259,3° A,Gladys,Paredes Rivera,gladys.paredes8701@blenkir.edu.pe,mbappe29
EST-2026-0354,3° D,Nicole,Paredes Valdez,nicole.paredes3735@blenkir.edu.pe,mbappe29
EST-2026-0049,1° B,Nicole,Paredes Vásquez,nicole.paredes3803@blenkir.edu.pe,mbappe29
EST-2026-0174,2° B,Valentina,Pérez Chávez,valentina.perez6953@blenkir.edu.pe,mbappe29
EST-2026-0251,3° A,Óscar,Pérez Delgado,oscar.perez6509@blenkir.edu.pe,mbappe29
EST-2026-0042,1° B,Diego,Pérez García,diego.perez0538@blenkir.edu.pe,mbappe29
EST-2026-0461,4° D,Nicole,Pérez López,nicole.perez8746@blenkir.edu.pe,mbappe29
EST-2026-0507,5° A,Sofía,Pérez Medina,sofia.perez5231@blenkir.edu.pe,mbappe29
EST-2026-0217,2° D,Milagros,Pérez Medina,milagros.perez2107@blenkir.edu.pe,mbappe29
EST-2026-0352,3° D,Mía,Pérez Mendoza,mia.perez2408@blenkir.edu.pe,mbappe29
EST-2026-0619,6° B,Joaquín,Pérez Navarro,joaquin.perez5152@blenkir.edu.pe,mbappe29
EST-2026-0414,4° B,Mía,Pérez Ortiz,mia.perez1535@blenkir.edu.pe,mbappe29
EST-2026-0112,1° D,Sebastián,Pérez Ortiz,sebastian.perez2739@blenkir.edu.pe,mbappe29
EST-2026-0213,2° D,Emilia,Pérez Palomino,emilia.perez7887@blenkir.edu.pe,mbappe29
EST-2026-0252,3° A,Héctor,Pérez Quispe,hector.perez6557@blenkir.edu.pe,mbappe29
EST-2026-0463,4° D,Diego,Pérez Ramírez,diego.perez7910@blenkir.edu.pe,mbappe29
EST-2026-0311,3° C,Victoria,Pérez Rivera,victoria.perez0165@blenkir.edu.pe,mbappe29
EST-2026-0456,4° D,Isabella,Pérez Sánchez,isabella.perez4918@blenkir.edu.pe,mbappe29
EST-2026-0002,1° A,Mariana,Pérez Sánchez,mariana.perez8914@blenkir.edu.pe,mbappe29
EST-2026-0009,1° A,Gabriel,Pérez Valdez,gabriel.perez7631@blenkir.edu.pe,mbappe29
EST-2026-0030,1° A,Alejandro,Pérez Vásquez,alejandro.perez3804@blenkir.edu.pe,mbappe29
EST-2026-0583,6° A,Patricia,Quispe Cáceres,patricia.quispe8042@blenkir.edu.pe,mbappe29
EST-2026-0215,2° D,Gladys,Quispe Díaz,gladys.quispe0156@blenkir.edu.pe,mbappe29
EST-2026-0001,1° A,Miguel,Quispe Fernández,miguel.quispe5901@blenkir.edu.pe,mbappe29
EST-2026-0093,1° D,Nicole,Quispe Fernández,nicole.quispe9639@blenkir.edu.pe,mbappe29
EST-2026-0370,4° A,Gladys,Quispe García,gladys.quispe2305@blenkir.edu.pe,mbappe29
EST-2026-0381,4° A,Alejandro,Quispe García,alejandro.quispe8302@blenkir.edu.pe,mbappe29
EST-2026-0653,6° C,Rosa,Quispe Gutiérrez,rosa.quispe5294@blenkir.edu.pe,mbappe29
EST-2026-0622,6° B,Santiago,Quispe Mendoza,santiago.quispe4775@blenkir.edu.pe,mbappe29
EST-2026-0292,3° B,Ian,Quispe Mendoza,ian.quispe8301@blenkir.edu.pe,mbappe29
EST-2026-0483,5° A,Lucía,Quispe Ortiz,lucia.quispe3698@blenkir.edu.pe,mbappe29
EST-2026-0242,3° A,Raúl,Quispe Palomino,raul.quispe4312@blenkir.edu.pe,mbappe29
EST-2026-0307,3° C,Julio,Quispe Paredes,julio.quispe7308@blenkir.edu.pe,mbappe29
EST-2026-0348,3° D,Daniel,Quispe Ríos,daniel.quispe8087@blenkir.edu.pe,mbappe29
EST-2026-0443,4° C,Óscar,Quispe Salazar,oscar.quispe2186@blenkir.edu.pe,mbappe29
EST-2026-0293,3° B,Camila,Quispe Torres,camila.quispe3716@blenkir.edu.pe,mbappe29
EST-2026-0212,2° D,Santiago,Quispe Valdez,santiago.quispe2251@blenkir.edu.pe,mbappe29
EST-2026-0248,3° A,Alejandro,Quispe Vásquez,alejandro.quispe5996@blenkir.edu.pe,mbappe29
EST-2026-0140,2° A,Emilia,Ramírez Acosta,emilia.ramirez3300@blenkir.edu.pe,mbappe29
EST-2026-0629,6° B,Sofía,Ramírez Condori,sofia.ramirez1004@blenkir.edu.pe,mbappe29
EST-2026-0523,5° B,Andrés,Ramírez Cordero,andres.ramirez5040@blenkir.edu.pe,mbappe29
EST-2026-0525,5° B,Ariana,Ramírez Cruz,ariana.ramirez5925@blenkir.edu.pe,mbappe29
EST-2026-0270,3° A,Camila,Ramírez Cruz,camila.ramirez0827@blenkir.edu.pe,mbappe29
EST-2026-0076,1° C,Alejandro,Ramírez Espinoza,alejandro.ramirez7285@blenkir.edu.pe,mbappe29
EST-2026-0077,1° C,Rodrigo,Ramírez Fernández,rodrigo.ramirez5941@blenkir.edu.pe,mbappe29
EST-2026-0335,3° D,Raúl,Ramírez Huamán,raul.ramirez6237@blenkir.edu.pe,mbappe29
EST-2026-0238,2° D,Bruno,Ramírez Navarro,bruno.ramirez2618@blenkir.edu.pe,mbappe29
EST-2026-0488,5° A,Daniel,Ramírez Ortiz,daniel.ramirez8354@blenkir.edu.pe,mbappe29
EST-2026-0398,4° B,Santiago,Ramírez Reyes,santiago.ramirez3207@blenkir.edu.pe,mbappe29
EST-2026-0296,3° B,Sebastián,Ramírez Ríos,sebastian.ramirez0060@blenkir.edu.pe,mbappe29
EST-2026-0422,4° C,Óscar,Ramírez Rivera,oscar.ramirez9780@blenkir.edu.pe,mbappe29
EST-2026-0513,5° B,Luciana,Ramírez Rivera,luciana.ramirez4532@blenkir.edu.pe,mbappe29
EST-2026-0108,1° D,Ruth,Ramírez Silva,ruth.ramirez6161@blenkir.edu.pe,mbappe29
EST-2026-0498,5° A,Santiago,Ramírez Vásquez,santiago.ramirez2586@blenkir.edu.pe,mbappe29
EST-2026-0651,6° C,Gladys,Reyes Cruz,gladys.reyes3827@blenkir.edu.pe,mbappe29
EST-2026-0034,1° B,Isabella,Reyes Díaz,isabella.reyes6608@blenkir.edu.pe,mbappe29
EST-2026-0187,2° C,Miguel,Reyes Espinoza,miguel.reyes5741@blenkir.edu.pe,mbappe29
EST-2026-0225,2° D,Patricia,Reyes Espinoza,patricia.reyes6060@blenkir.edu.pe,mbappe29
EST-2026-0470,4° D,Mariana,Reyes Espinoza,mariana.reyes9036@blenkir.edu.pe,mbappe29
EST-2026-0593,6° A,Andrés,Reyes Espinoza,andres.reyes3496@blenkir.edu.pe,mbappe29
EST-2026-0535,5° B,Fiorella,Reyes Flores,fiorella.reyes2246@blenkir.edu.pe,mbappe29
EST-2026-0474,4° D,Gabriel,Reyes Herrera,gabriel.reyes8072@blenkir.edu.pe,mbappe29
EST-2026-0625,6° B,Emilia,Reyes Herrera,emilia.reyes0982@blenkir.edu.pe,mbappe29
EST-2026-0239,2° D,Lucía,Reyes Herrera,lucia.reyes7835@blenkir.edu.pe,mbappe29
EST-2026-0088,1° C,Mía,Reyes Mendoza,mia.reyes5869@blenkir.edu.pe,mbappe29
EST-2026-0643,6° C,Rosa,Reyes Ramírez,rosa.reyes8567@blenkir.edu.pe,mbappe29
EST-2026-0081,1° C,Miguel,Reyes Ríos,miguel.reyes0539@blenkir.edu.pe,mbappe29
EST-2026-0180,2° B,Rosa,Reyes Rivera,rosa.reyes0770@blenkir.edu.pe,mbappe29
EST-2026-0137,2° A,Gabriel,Reyes Rojas,gabriel.reyes5188@blenkir.edu.pe,mbappe29
EST-2026-0018,1° A,Luciana,Reyes Vega,luciana.reyes6560@blenkir.edu.pe,mbappe29
EST-2026-0223,2° D,Andrés,Ríos Acosta,andres.rios3111@blenkir.edu.pe,mbappe29
EST-2026-0494,5° A,Mía,Ríos Aguilar,mia.rios6405@blenkir.edu.pe,mbappe29
EST-2026-0557,5° C,Gladys,Ríos Castro,gladys.rios5087@blenkir.edu.pe,mbappe29
EST-2026-0178,2° B,Joaquín,Ríos Fernández,joaquin.rios7817@blenkir.edu.pe,mbappe29
EST-2026-0359,3° D,Antonella,Ríos Gutiérrez,antonella.rios4140@blenkir.edu.pe,mbappe29
EST-2026-0479,4° D,Mateo,Ríos Herrera,mateo.rios2483@blenkir.edu.pe,mbappe29
EST-2026-0655,6° C,Fiorella,Ríos Huamán,fiorella.rios8721@blenkir.edu.pe,mbappe29
EST-2026-0241,3° A,Ian,Ríos López,ian.rios9554@blenkir.edu.pe,mbappe29
EST-2026-0464,4° D,Andrés,Ríos Mendoza,andres.rios9909@blenkir.edu.pe,mbappe29
EST-2026-0365,4° A,Paola,Ríos Rojas,paola.rios4622@blenkir.edu.pe,mbappe29
EST-2026-0117,1° D,Valeria,Ríos Silva,valeria.rios6705@blenkir.edu.pe,mbappe29
EST-2026-0015,1° A,Thiago,Ríos Torres,thiago.rios6210@blenkir.edu.pe,mbappe29
EST-2026-0211,2° D,Angela,Ríos Valdez,angela.rios7963@blenkir.edu.pe,mbappe29
EST-2026-0659,6° C,Ariana,Rivera Cáceres,ariana.rivera2240@blenkir.edu.pe,mbappe29
EST-2026-0621,6° B,Fiorella,Rivera Delgado,fiorella.rivera3247@blenkir.edu.pe,mbappe29
EST-2026-0092,1° D,Mía,Rivera Flores,mia.rivera4630@blenkir.edu.pe,mbappe29
