codigo,salon,nombres,apellidos,email_login,password,cuenta_activa
EST-2026-0261,3° A,Daniel,Rojas Díaz,daniel.rojas0261@blenkir.edu.pe,mbappe29,si
EST-2026-0262,3° A,Mariana,Rojas Díaz,mariana.rojas0262@blenkir.edu.pe,mbappe29,si
EST-2026-0263,3° A,Andrés,Rojas Díaz,andres.rojas0263@blenkir.edu.pe,mbappe29,si
EST-2026-0264,3° A,Emilia,Rojas Díaz,emilia.rojas0264@blenkir.edu.pe,mbappe29,si
EST-2026-0265,3° A,Gabriel,Rojas Díaz,gabriel.rojas0265@blenkir.edu.pe,mbappe29,si
EST-2026-0266,3° A,Victoria,Rojas Díaz,victoria.rojas0266@blenkir.edu.pe,mbappe29,si
EST-2026-0267,3° A,Renato,Rojas Díaz,renato.rojas0267@blenkir.edu.pe,mbappe29,si
EST-2026-0268,3° A,Fiorella,Rojas Díaz,fiorella.rojas0268@blenkir.edu.pe,mbappe29,si
EST-2026-0269,3° A,Bruno,Rojas Díaz,bruno.rojas0269@blenkir.edu.pe,mbappe29,si
EST-2026-0270,3° A,Ariana,Rojas Díaz,ariana.rojas0270@blenkir.edu.pe,mbappe29,si
EST-2026-0271,3° B,Joaquín,Rojas Díaz,joaquin.rojas0271@blenkir.edu.pe,mbappe29,si
EST-2026-0272,3° B,Mía,Rojas Díaz,mia.rojas0272@blenkir.edu.pe,mbappe29,si
EST-2026-0273,3° B,Thiago,Rojas Díaz,thiago.rojas0273@blenkir.edu.pe,mbappe29,si
EST-2026-0274,3° B,Antonella,Rojas Díaz,antonella.rojas0274@blenkir.edu.pe,mbappe29,si
EST-2026-0275,3° B,Ian,Rojas Díaz,ian.rojas0275@blenkir.edu.pe,mbappe29,si
EST-2026-0276,3° B,Lucía,Rojas Díaz,lucia.rojas0276@blenkir.edu.pe,mbappe29,si
EST-2026-0277,3° B,Adrián,Rojas Díaz,adrian.rojas0277@blenkir.edu.pe,mbappe29,si
EST-2026-0278,3° B,Valeria,Rojas Díaz,valeria.rojas0278@blenkir.edu.pe,mbappe29,si
EST-2026-0279,3° B,Emilio,Rojas Díaz,emilio.rojas0279@blenkir.edu.pe,mbappe29,si
EST-2026-0280,3° B,Nicole,Rojas Díaz,nicole.rojas0280@blenkir.edu.pe,mbappe29,si
EST-2026-0281,3° B,Rodrigo,Rojas Díaz,rodrigo.rojas0281@blenkir.edu.pe,mbappe29,si
EST-2026-0282,3° B,Paola,Rojas Díaz,paola.rojas0282@blenkir.edu.pe,mbappe29,si
EST-2026-0283,3° B,César,Rojas Díaz,cesar.rojas0283@blenkir.edu.pe,mbappe29,si
EST-2026-0284,3° B,Milagros,Rojas Díaz,milagros.rojas0284@blenkir.edu.pe,mbappe29,si
EST-2026-0285,3° B,Eduardo,Rojas Díaz,eduardo.rojas0285@blenkir.edu.pe,mbappe29,si
EST-2026-0286,3° B,Roxana,Rojas Díaz,roxana.rojas0286@blenkir.edu.pe,mbappe29,si
EST-2026-0287,3° B,Julio,Rojas Díaz,julio.rojas0287@blenkir.edu.pe,mbappe29,si
EST-2026-0288,3° B,Katherine,Rojas Díaz,katherine.rojas0288@blenkir.edu.pe,mbappe29,si
EST-2026-0289,3° B,Marco,Rojas Díaz,marco.rojas0289@blenkir.edu.pe,mbappe29,si
EST-2026-0290,3° B,Angela,Rojas Díaz,angela.rojas0290@blenkir.edu.pe,mbappe29,si
EST-2026-0291,3° B,Felipe,Rojas Díaz,felipe.rojas0291@blenkir.edu.pe,mbappe29,si
EST-2026-0292,3° B,Ruth,Rojas Díaz,ruth.rojas0292@blenkir.edu.pe,mbappe29,si
EST-2026-0293,3° B,Héctor,Rojas Díaz,hector.rojas0293@blenkir.edu.pe,mbappe29,si
EST-2026-0294,3° B,Gladys,Rojas Díaz,gladys.rojas0294@blenkir.edu.pe,mbappe29,si
EST-2026-0295,3° B,Óscar,Rojas Díaz,oscar.rojas0295@blenkir.edu.pe,mbappe29,si
EST-2026-0296,3° B,Patricia,Rojas Díaz,patricia.rojas0296@blenkir.edu.pe,mbappe29,si
EST-2026-0297,3° B,Raúl,Rojas Díaz,raul.rojas0297@blenkir.edu.pe,mbappe29,si
EST-2026-0298,3° B,Carmen,Rojas Díaz,carmen.rojas0298@blenkir.edu.pe,mbappe29,si
EST-2026-0299,3° B,Miguel,Rojas Díaz,miguel.rojas0299@blenkir.edu.pe,mbappe29,si
EST-2026-0300,3° B,Rosa,Rojas Díaz,rosa.rojas0300@blenkir.edu.pe,mbappe29,si
EST-2026-0301,3° C,Mateo,Díaz Chávez,mateo.diaz0301@blenkir.edu.pe,mbappe29,si
EST-2026-0302,3° C,Valentina,Díaz Chávez,valentina.diaz0302@blenkir.edu.pe,mbappe29,si
EST-2026-0303,3° C,Santiago,Díaz Chávez,santiago.diaz0303@blenkir.edu.pe,mbappe29,si
EST-2026-0304,3° C,Luciana,Díaz Chávez,luciana.diaz0304@blenkir.edu.pe,mbappe29,si
EST-2026-0305,3° C,Sebastián,Díaz Chávez,sebastian.diaz0305@blenkir.edu.pe,mbappe29,si
EST-2026-0306,3° C,Camila,Díaz Chávez,camila.diaz0306@blenkir.edu.pe,mbappe29,si
EST-2026-0307,3° C,Diego,Díaz Chávez,diego.diaz0307@blenkir.edu.pe,mbappe29,si
EST-2026-0308,3° C,Isabella,Díaz Chávez,isabella.diaz0308@blenkir.edu.pe,mbappe29,si
EST-2026-0309,3° C,Alejandro,Díaz Chávez,alejandro.diaz0309@blenkir.edu.pe,mbappe29,si
EST-2026-0310,3° C,Sofía,Díaz Chávez,sofia.diaz0310@blenkir.edu.pe,mbappe29,si
EST-2026-0311,3° C,Daniel,Díaz Chávez,daniel.diaz0311@blenkir.edu.pe,mbappe29,si
EST-2026-0312,3° C,Mariana,Díaz Chávez,mariana.diaz0312@blenkir.edu.pe,mbappe29,si
EST-2026-0313,3° C,Andrés,Díaz Chávez,andres.diaz0313@blenkir.edu.pe,mbappe29,si
EST-2026-0314,3° C,Emilia,Díaz Chávez,emilia.diaz0314@blenkir.edu.pe,mbappe29,si
EST-2026-0315,3° C,Gabriel,Díaz Chávez,gabriel.diaz0315@blenkir.edu.pe,mbappe29,si
EST-2026-0316,3° C,Victoria,Díaz Chávez,victoria.diaz0316@blenkir.edu.pe,mbappe29,si
EST-2026-0317,3° C,Renato,Díaz Chávez,renato.diaz0317@blenkir.edu.pe,mbappe29,si
EST-2026-0318,3° C,Fiorella,Díaz Chávez,fiorella.diaz0318@blenkir.edu.pe,mbappe29,si
EST-2026-0319,3° C,Bruno,Díaz Chávez,bruno.diaz0319@blenkir.edu.pe,mbappe29,si
EST-2026-0320,3° C,Ariana,Díaz Chávez,ariana.diaz0320@blenkir.edu.pe,mbappe29,si
EST-2026-0321,3° C,Joaquín,Díaz Chávez,joaquin.diaz0321@blenkir.edu.pe,mbappe29,si
EST-2026-0322,3° C,Mía,Díaz Chávez,mia.diaz0322@blenkir.edu.pe,mbappe29,si
EST-2026-0323,3° C,Thiago,Díaz Chávez,thiago.diaz0323@blenkir.edu.pe,mbappe29,si
EST-2026-0324,3° C,Antonella,Díaz Chávez,antonella.diaz0324@blenkir.edu.pe,mbappe29,si
EST-2026-0325,3° C,Ian,Díaz Chávez,ian.diaz0325@blenkir.edu.pe,mbappe29,si
EST-2026-0326,3° C,Lucía,Díaz Chávez,lucia.diaz0326@blenkir.edu.pe,mbappe29,si
EST-2026-0327,3° C,Adrián,Díaz Chávez,adrian.diaz0327@blenkir.edu.pe,mbappe29,si
EST-2026-0328,3° C,Valeria,Díaz Chávez,valeria.diaz0328@blenkir.edu.pe,mbappe29,si
EST-2026-0329,3° C,Emilio,Díaz Chávez,emilio.diaz0329@blenkir.edu.pe,mbappe29,si
EST-2026-0330,3° C,Nicole,Díaz Chávez,nicole.diaz0330@blenkir.edu.pe,mbappe29,si
EST-2026-0331,3° D,Rodrigo,Díaz Chávez,rodrigo.diaz0331@blenkir.edu.pe,mbappe29,si
EST-2026-0332,3° D,Paola,Díaz Chávez,paola.diaz0332@blenkir.edu.pe,mbappe29,si
EST-2026-0333,3° D,César,Díaz Chávez,cesar.diaz0333@blenkir.edu.pe,mbappe29,si
EST-2026-0334,3° D,Milagros,Díaz Chávez,milagros.diaz0334@blenkir.edu.pe,mbappe29,si
EST-2026-0335,3° D,Eduardo,Díaz Chávez,eduardo.diaz0335@blenkir.edu.pe,mbappe29,si
EST-2026-0336,3° D,Roxana,Díaz Chávez,roxana.diaz0336@blenkir.edu.pe,mbappe29,si
EST-2026-0337,3° D,Julio,Díaz Chávez,julio.diaz0337@blenkir.edu.pe,mbappe29,si
EST-2026-0338,3° D,Katherine,Díaz Chávez,katherine.diaz0338@blenkir.edu.pe,mbappe29,si
EST-2026-0339,3° D,Marco,Díaz Chávez,marco.diaz0339@blenkir.edu.pe,mbappe29,si
EST-2026-0340,3° D,Angela,Díaz Chávez,angela.diaz0340@blenkir.edu.pe,mbappe29,si
EST-2026-0341,3° D,Felipe,Díaz Chávez,felipe.diaz0341@blenkir.edu.pe,mbappe29,si
EST-2026-0342,3° D,Ruth,Díaz Chávez,ruth.diaz0342@blenkir.edu.pe,mbappe29,si
EST-2026-0343,3° D,Héctor,Díaz Chávez,hector.diaz0343@blenkir.edu.pe,mbappe29,si
EST-2026-0344,3° D,Gladys,Díaz Chávez,gladys.diaz0344@blenkir.edu.pe,mbappe29,si
EST-2026-0345,3° D,Óscar,Díaz Chávez,oscar.diaz0345@blenkir.edu.pe,mbappe29,si
EST-2026-0346,3° D,Patricia,Díaz Chávez,patricia.diaz0346@blenkir.edu.pe,mbappe29,si
EST-2026-0347,3° D,Raúl,Díaz Chávez,raul.diaz0347@blenkir.edu.pe,mbappe29,si
EST-2026-0348,3° D,Carmen,Díaz Chávez,carmen.diaz0348@blenkir.edu.pe,mbappe29,si
EST-2026-0349,3° D,Miguel,Díaz Chávez,miguel.diaz0349@blenkir.edu.pe,mbappe29,si
EST-2026-0350,3° D,Rosa,Díaz Chávez,rosa.diaz0350@blenkir.edu.pe,mbappe29,si
EST-2026-0351,3° D,Mateo,Chávez Vega,mateo.chavez0351@blenkir.edu.pe,mbappe29,si
EST-2026-0352,3° D,Valentina,Chávez Vega,valentina.chavez0352@blenkir.edu.pe,mbappe29,si
EST-2026-0353,3° D,Santiago,Chávez Vega,santiago.chavez0353@blenkir.edu.pe,mbappe29,si
EST-2026-0354,3° D,Luciana,Chávez Vega,luciana.chavez0354@blenkir.edu.pe,mbappe29,si
EST-2026-0355,3° D,Sebastián,Chávez Vega,sebastian.chavez0355@blenkir.edu.pe,mbappe29,si
EST-2026-0356,3° D,Camila,Chávez Vega,camila.chavez0356@blenkir.edu.pe,mbappe29,si
EST-2026-0357,3° D,Diego,Chávez Vega,diego.chavez0357@blenkir.edu.pe,mbappe29,si
EST-2026-0358,3° D,Isabella,Chávez Vega,isabella.chavez0358@blenkir.edu.pe,mbappe29,si
EST-2026-0359,3° D,Alejandro,Chávez Vega,alejandro.chavez0359@blenkir.edu.pe,mbappe29,si
EST-2026-0360,3° D,Sofía,Chávez Vega,sofia.chavez0360@blenkir.edu.pe,mbappe29,si
EST-2026-0361,4° A,Daniel,Chávez Vega,daniel.chavez0361@blenkir.edu.pe,mbappe29,si
EST-2026-0362,4° A,Mariana,Chávez Vega,mariana.chavez0362@blenkir.edu.pe,mbappe29,si
EST-2026-0363,4° A,Andrés,Chávez Vega,andres.chavez0363@blenkir.edu.pe,mbappe29,si
EST-2026-0364,4° A,Emilia,Chávez Vega,emilia.chavez0364@blenkir.edu.pe,mbappe29,si
EST-2026-0365,4° A,Gabriel,Chávez Vega,gabriel.chavez0365@blenkir.edu.pe,mbappe29,si
EST-2026-0366,4° A,Victoria,Chávez Vega,victoria.chavez0366@blenkir.edu.pe,mbappe29,si
EST-2026-0367,4° A,Renato,Chávez Vega,renato.chavez0367@blenkir.edu.pe,mbappe29,si
EST-2026-0368,4° A,Fiorella,Chávez Vega,fiorella.chavez0368@blenkir.edu.pe,mbappe29,si
EST-2026-0369,4° A,Bruno,Chávez Vega,bruno.chavez0369@blenkir.edu.pe,mbappe29,si
EST-2026-0370,4° A,Ariana,Chávez Vega,ariana.chavez0370@blenkir.edu.pe,mbappe29,si
EST-2026-0371,4° A,Joaquín,Chávez Vega,joaquin.chavez0371@blenkir.edu.pe,mbappe29,si
EST-2026-0372,4° A,Mía,Chávez Vega,mia.chavez0372@blenkir.edu.pe,mbappe29,si
EST-2026-0373,4° A,Thiago,Chávez Vega,thiago.chavez0373@blenkir.edu.pe,mbappe29,si
EST-2026-0374,4° A,Antonella,Chávez Vega,antonella.chavez0374@blenkir.edu.pe,mbappe29,si
EST-2026-0375,4° A,Ian,Chávez Vega,ian.chavez0375@blenkir.edu.pe,mbappe29,si
EST-2026-0376,4° A,Lucía,Chávez Vega,lucia.chavez0376@blenkir.edu.pe,mbappe29,si
EST-2026-0377,4° A,Adrián,Chávez Vega,adrian.chavez0377@blenkir.edu.pe,mbappe29,si
EST-2026-0378,4° A,Valeria,Chávez Vega,valeria.chavez0378@blenkir.edu.pe,mbappe29,si
EST-2026-0379,4° A,Emilio,Chávez Vega,emilio.chavez0379@blenkir.edu.pe,mbappe29,si
EST-2026-0380,4° A,Nicole,Chávez Vega,nicole.chavez0380@blenkir.edu.pe,mbappe29,si
EST-2026-0381,4° A,Rodrigo,Chávez Vega,rodrigo.chavez0381@blenkir.edu.pe,mbappe29,si
EST-2026-0382,4° A,Paola,Chávez Vega,paola.chavez0382@blenkir.edu.pe,mbappe29,si
EST-2026-0383,4° A,César,Chávez Vega,cesar.chavez0383@blenkir.edu.pe,mbappe29,si
EST-2026-0384,4° A,Milagros,Chávez Vega,milagros.chavez0384@blenkir.edu.pe,mbappe29,si
EST-2026-0385,4° A,Eduardo,Chávez Vega,eduardo.chavez0385@blenkir.edu.pe,mbappe29,si
EST-2026-0386,4° A,Roxana,Chávez Vega,roxana.chavez0386@blenkir.edu.pe,mbappe29,si
EST-2026-0387,4° A,Julio,Chávez Vega,julio.chavez0387@blenkir.edu.pe,mbappe29,si
EST-2026-0388,4° A,Katherine,Chávez Vega,katherine.chavez0388@blenkir.edu.pe,mbappe29,si
EST-2026-0389,4° A,Marco,Chávez Vega,marco.chavez0389@blenkir.edu.pe,mbappe29,si
EST-2026-0390,4° A,Angela,Chávez Vega,angela.chavez0390@blenkir.edu.pe,mbappe29,si
EST-2026-0391,4° B,Felipe,Chávez Vega,felipe.chavez0391@blenkir.edu.pe,mbappe29,si
EST-2026-0392,4° B,Ruth,Chávez Vega,ruth.chavez0392@blenkir.edu.pe,mbappe29,si
EST-2026-0393,4° B,Héctor,Chávez Vega,hector.chavez0393@blenkir.edu.pe,mbappe29,si
EST-2026-0394,4° B,Gladys,Chávez Vega,gladys.chavez0394@blenkir.edu.pe,mbappe29,si
EST-2026-0395,4° B,Óscar,Chávez Vega,oscar.chavez0395@blenkir.edu.pe,mbappe29,si
EST-2026-0396,4° B,Patricia,Chávez Vega,patricia.chavez0396@blenkir.edu.pe,mbappe29,si
EST-2026-0397,4° B,Raúl,Chávez Vega,raul.chavez0397@blenkir.edu.pe,mbappe29,si
EST-2026-0398,4° B,Carmen,Chávez Vega,carmen.chavez0398@blenkir.edu.pe,mbappe29,si
EST-2026-0399,4° B,Miguel,Chávez Vega,miguel.chavez0399@blenkir.edu.pe,mbappe29,si
EST-2026-0400,4° B,Rosa,Chávez Vega,rosa.chavez0400@blenkir.edu.pe,mbappe29,si
EST-2026-0401,4° B,Mateo,Vega Castro,mateo.vega0401@blenkir.edu.pe,mbappe29,si
EST-2026-0402,4° B,Valentina,Vega Castro,valentina.vega0402@blenkir.edu.pe,mbappe29,si
EST-2026-0403,4° B,Santiago,Vega Castro,santiago.vega0403@blenkir.edu.pe,mbappe29,si
EST-2026-0404,4° B,Luciana,Vega Castro,luciana.vega0404@blenkir.edu.pe,mbappe29,si
EST-2026-0405,4° B,Sebastián,Vega Castro,sebastian.vega0405@blenkir.edu.pe,mbappe29,si
EST-2026-0406,4° B,Camila,Vega Castro,camila.vega0406@blenkir.edu.pe,mbappe29,si
EST-2026-0407,4° B,Diego,Vega Castro,diego.vega0407@blenkir.edu.pe,mbappe29,si
EST-2026-0408,4° B,Isabella,Vega Castro,isabella.vega0408@blenkir.edu.pe,mbappe29,si
EST-2026-0409,4° B,Alejandro,Vega Castro,alejandro.vega0409@blenkir.edu.pe,mbappe29,si
EST-2026-0410,4° B,Sofía,Vega Castro,sofia.vega0410@blenkir.edu.pe,mbappe29,si
EST-2026-0411,4° B,Daniel,Vega Castro,daniel.vega0411@blenkir.edu.pe,mbappe29,si
EST-2026-0412,4° B,Mariana,Vega Castro,mariana.vega0412@blenkir.edu.pe,mbappe29,si
EST-2026-0413,4° B,Andrés,Vega Castro,andres.vega0413@blenkir.edu.pe,mbappe29,si
EST-2026-0414,4° B,Emilia,Vega Castro,emilia.vega0414@blenkir.edu.pe,mbappe29,si
EST-2026-0415,4° B,Gabriel,Vega Castro,gabriel.vega0415@blenkir.edu.pe,mbappe29,si
EST-2026-0416,4° B,Victoria,Vega Castro,victoria.vega0416@blenkir.edu.pe,mbappe29,si
EST-2026-0417,4° B,Renato,Vega Castro,renato.vega0417@blenkir.edu.pe,mbappe29,si
EST-2026-0418,4° B,Fiorella,Vega Castro,fiorella.vega0418@blenkir.edu.pe,mbappe29,si
EST-2026-0419,4° B,Bruno,Vega Castro,bruno.vega0419@blenkir.edu.pe,mbappe29,si
EST-2026-0420,4° B,Ariana,Vega Castro,ariana.vega0420@blenkir.edu.pe,mbappe29,si
EST-2026-0421,4° C,Joaquín,Vega Castro,joaquin.vega0421@blenkir.edu.pe,mbappe29,si
EST-2026-0422,4° C,Mía,Vega Castro,mia.vega0422@blenkir.edu.pe,mbappe29,si
EST-2026-0423,4° C,Thiago,Vega Castro,thiago.vega0423@blenkir.edu.pe,mbappe29,si
EST-2026-0424,4° C,Antonella,Vega Castro,antonella.vega0424@blenkir.edu.pe,mbappe29,si
EST-2026-0425,4° C,Ian,Vega Castro,ian.vega0425@blenkir.edu.pe,mbappe29,si
EST-2026-0426,4° C,Lucía,Vega Castro,lucia.vega0426@blenkir.edu.pe,mbappe29,si
EST-2026-0427,4° C,Adrián,Vega Castro,adrian.vega0427@blenkir.edu.pe,mbappe29,si
EST-2026-0428,4° C,Valeria,Vega Castro,valeria.vega0428@blenkir.edu.pe,mbappe29,si
EST-2026-0429,4° C,Emilio,Vega Castro,emilio.vega0429@blenkir.edu.pe,mbappe29,si
EST-2026-0430,4° C,Nicole,Vega Castro,nicole.vega0430@blenkir.edu.pe,mbappe29,si
EST-2026-0431,4° C,Rodrigo,Vega Castro,rodrigo.vega0431@blenkir.edu.pe,mbappe29,si
EST-2026-0432,4° C,Paola,Vega Castro,paola.vega0432@blenkir.edu.pe,mbappe29,si
EST-2026-0433,4° C,César,Vega Castro,cesar.vega0433@blenkir.edu.pe,mbappe29,si
EST-2026-0434,4° C,Milagros,Vega Castro,milagros.vega0434@blenkir.edu.pe,mbappe29,si
EST-2026-0435,4° C,Eduardo,Vega Castro,eduardo.vega0435@blenkir.edu.pe,mbappe29,si
EST-2026-0436,4° C,Roxana,Vega Castro,roxana.vega0436@blenkir.edu.pe,mbappe29,si
EST-2026-0437,4° C,Julio,Vega Castro,julio.vega0437@blenkir.edu.pe,mbappe29,si
EST-2026-0438,4° C,Katherine,Vega Castro,katherine.vega0438@blenkir.edu.pe,mbappe29,si
EST-2026-0439,4° C,Marco,Vega Castro,marco.vega0439@blenkir.edu.pe,mbappe29,si
EST-2026-0440,4° C,Angela,Vega Castro,angela.vega0440@blenkir.edu.pe,mbappe29,si
EST-2026-0441,4° C,Felipe,Vega Castro,felipe.vega0441@blenkir.edu.pe,mbappe29,si
EST-2026-0442,4° C,Ruth,Vega Castro,ruth.vega0442@blenkir.edu.pe,mbappe29,si
EST-2026-0443,4° C,Héctor,Vega Castro,hector.vega0443@blenkir.edu.pe,mbappe29,si
EST-2026-0444,4° C,Gladys,Vega Castro,gladys.vega0444@blenkir.edu.pe,mbappe29,si
EST-2026-0445,4° C,Óscar,Vega Castro,oscar.vega0445@blenkir.edu.pe,mbappe29,si
EST-2026-0446,4° C,Patricia,Vega Castro,patricia.vega0446@blenkir.edu.pe,mbappe29,si
EST-2026-0447,4° C,Raúl,Vega Castro,raul.vega0447@blenkir.edu.pe,mbappe29,si
EST-2026-0448,4° C,Carmen,Vega Castro,carmen.vega0448@blenkir.edu.pe,mbappe29,si
EST-2026-0449,4° C,Miguel,Vega Castro,miguel.vega0449@blenkir.edu.pe,mbappe29,si
EST-2026-0450,4° C,Rosa,Vega Castro,rosa.vega0450@blenkir.edu.pe,mbappe29,si
EST-2026-0451,4° D,Mateo,Castro Huamán,mateo.castro0451@blenkir.edu.pe,mbappe29,si
EST-2026-0452,4° D,Valentina,Castro Huamán,valentina.castro0452@blenkir.edu.pe,mbappe29,si
EST-2026-0453,4° D,Santiago,Castro Huamán,santiago.castro0453@blenkir.edu.pe,mbappe29,si
EST-2026-0454,4° D,Luciana,Castro Huamán,luciana.castro0454@blenkir.edu.pe,mbappe29,si
EST-2026-0455,4° D,Sebastián,Castro Huamán,sebastian.castro0455@blenkir.edu.pe,mbappe29,si
EST-2026-0456,4° D,Camila,Castro Huamán,camila.castro0456@blenkir.edu.pe,mbappe29,si
EST-2026-0457,4° D,Diego,Castro Huamán,diego.castro0457@blenkir.edu.pe,mbappe29,si
EST-2026-0458,4° D,Isabella,Castro Huamán,isabella.castro0458@blenkir.edu.pe,mbappe29,si
EST-2026-0459,4° D,Alejandro,Castro Huamán,alejandro.castro0459@blenkir.edu.pe,mbappe29,si
EST-2026-0460,4° D,Sofía,Castro Huamán,sofia.castro0460@blenkir.edu.pe,mbappe29,si
EST-2026-0461,4° D,Daniel,Castro Huamán,daniel.castro0461@blenkir.edu.pe,mbappe29,si
EST-2026-0462,4° D,Mariana,Castro Huamán,mariana.castro0462@blenkir.edu.pe,mbappe29,si
EST-2026-0463,4° D,Andrés,Castro Huamán,andres.castro0463@blenkir.edu.pe,mbappe29,si
EST-2026-0464,4° D,Emilia,Castro Huamán,emilia.castro0464@blenkir.edu.pe,mbappe29,si
EST-2026-0465,4° D,Gabriel,Castro Huamán,gabriel.castro0465@blenkir.edu.pe,mbappe29,si
EST-2026-0466,4° D,Victoria,Castro Huamán,victoria.castro0466@blenkir.edu.pe,mbappe29,si
EST-2026-0467,4° D,Renato,Castro Huamán,renato.castro0467@blenkir.edu.pe,mbappe29,si
EST-2026-0468,4° D,Fiorella,Castro Huamán,fiorella.castro0468@blenkir.edu.pe,mbappe29,si
EST-2026-0469,4° D,Bruno,Castro Huamán,bruno.castro0469@blenkir.edu.pe,mbappe29,si
EST-2026-0470,4° D,Ariana,Castro Huamán,ariana.castro0470@blenkir.edu.pe,mbappe29,si
EST-2026-0471,4° D,Joaquín,Castro Huamán,joaquin.castro0471@blenkir.edu.pe,mbappe29,si
EST-2026-0472,4° D,Mía,Castro Huamán,mia.castro0472@blenkir.edu.pe,mbappe29,si
EST-2026-0473,4° D,Thiago,Castro Huamán,thiago.castro0473@blenkir.edu.pe,mbappe29,si
EST-2026-0474,4° D,Antonella,Castro Huamán,antonella.castro0474@blenkir.edu.pe,mbappe29,si
EST-2026-0475,4° D,Ian,Castro Huamán,ian.castro0475@blenkir.edu.pe,mbappe29,si
EST-2026-0476,4° D,Lucía,Castro Huamán,lucia.castro0476@blenkir.edu.pe,mbappe29,si
EST-2026-0477,4° D,Adrián,Castro Huamán,adrian.castro0477@blenkir.edu.pe,mbappe29,si
EST-2026-0478,4° D,Valeria,Castro Huamán,valeria.castro0478@blenkir.edu.pe,mbappe29,si
EST-2026-0479,4° D,Emilio,Castro Huamán,emilio.castro0479@blenkir.edu.pe,mbappe29,si
EST-2026-0480,4° D,Nicole,Castro Huamán,nicole.castro0480@blenkir.edu.pe,mbappe29,si
EST-2026-0481,5° A,Rodrigo,Castro Huamán,rodrigo.castro0481@blenkir.edu.pe,mbappe29,si
EST-2026-0482,5° A,Paola,Castro Huamán,paola.castro0482@blenkir.edu.pe,mbappe29,si
EST-2026-0483,5° A,César,Castro Huamán,cesar.castro0483@blenkir.edu.pe,mbappe29,si
EST-2026-0484,5° A,Milagros,Castro Huamán,milagros.castro0484@blenkir.edu.pe,mbappe29,si
EST-2026-0485,5° A,Eduardo,Castro Huamán,eduardo.castro0485@blenkir.edu.pe,mbappe29,si
EST-2026-0486,5° A,Roxana,Castro Huamán,roxana.castro0486@blenkir.edu.pe,mbappe29,si
EST-2026-0487,5° A,Julio,Castro Huamán,julio.castro0487@blenkir.edu.pe,mbappe29,si
EST-2026-0488,5° A,Katherine,Castro Huamán,katherine.castro0488@blenkir.edu.pe,mbappe29,si
EST-2026-0489,5° A,Marco,Castro Huamán,marco.castro0489@blenkir.edu.pe,mbappe29,si
EST-2026-0490,5° A,Angela,Castro Huamán,angela.castro0490@blenkir.edu.pe,mbappe29,si
EST-2026-0491,5° A,Felipe,Castro Huamán,felipe.castro0491@blenkir.edu.pe,mbappe29,si
EST-2026-0492,5° A,Ruth,Castro Huamán,ruth.castro0492@blenkir.edu.pe,mbappe29,si
EST-2026-0493,5° A,Héctor,Castro Huamán,hector.castro0493@blenkir.edu.pe,mbappe29,si
EST-2026-0494,5° A,Gladys,Castro Huamán,gladys.castro0494@blenkir.edu.pe,mbappe29,si
EST-2026-0495,5° A,Óscar,Castro Huamán,oscar.castro0495@blenkir.edu.pe,mbappe29,si
EST-2026-0496,5° A,Patricia,Castro Huamán,patricia.castro0496@blenkir.edu.pe,mbappe29,si
EST-2026-0497,5° A,Raúl,Castro Huamán,raul.castro0497@blenkir.edu.pe,mbappe29,si
EST-2026-0498,5° A,Carmen,Castro Huamán,carmen.castro0498@blenkir.edu.pe,mbappe29,si
EST-2026-0499,5° A,Miguel,Castro Huamán,miguel.castro0499@blenkir.edu.pe,mbappe29,si
EST-2026-0500,5° A,Rosa,Castro Huamán,rosa.castro0500@blenkir.edu.pe,mbappe29,si
EST-2026-0501,5° A,Mateo,Huamán Condori,mateo.huaman0501@blenkir.edu.pe,mbappe29,si
EST-2026-0502,5° A,Valentina,Huamán Condori,valentina.huaman0502@blenkir.edu.pe,mbappe29,si
EST-2026-0503,5° A,Santiago,Huamán Condori,santiago.huaman0503@blenkir.edu.pe,mbappe29,si
EST-2026-0504,5° A,Luciana,Huamán Condori,luciana.huaman0504@blenkir.edu.pe,mbappe29,si
EST-2026-0505,5° A,Sebastián,Huamán Condori,sebastian.huaman0505@blenkir.edu.pe,mbappe29,si
EST-2026-0506,5° A,Camila,Huamán Condori,camila.huaman0506@blenkir.edu.pe,mbappe29,si
EST-2026-0507,5° A,Diego,Huamán Condori,diego.huaman0507@blenkir.edu.pe,mbappe29,si
EST-2026-0508,5° A,Isabella,Huamán Condori,isabella.huaman0508@blenkir.edu.pe,mbappe29,si
EST-2026-0509,5° A,Alejandro,Huamán Condori,alejandro.huaman0509@blenkir.edu.pe,mbappe29,si
EST-2026-0510,5° A,Sofía,Huamán Condori,sofia.huaman0510@blenkir.edu.pe,mbappe29,si
EST-2026-0511,5° B,Daniel,Huamán Condori,daniel.huaman0511@blenkir.edu.pe,mbappe29,si
EST-2026-0512,5° B,Mariana,Huamán Condori,mariana.huaman0512@blenkir.edu.pe,mbappe29,si
EST-2026-0513,5° B,Andrés,Huamán Condori,andres.huaman0513@blenkir.edu.pe,mbappe29,si
EST-2026-0514,5° B,Emilia,Huamán Condori,emilia.huaman0514@blenkir.edu.pe,mbappe29,si
EST-2026-0515,5° B,Gabriel,Huamán Condori,gabriel.huaman0515@blenkir.edu.pe,mbappe29,si
